source	target	target_id
epithelial cell of exocrine pancreas	epithelial cell of exocrine pancreas	CL:1001433
epithelial cell of large intestine	epithelial cell of large intestine	CL:0002253
epithelial cell of proximal tubule	epithelial cell of proximal tubule	CL:0002306
epithelial cell of small intestine	epithelial cell of small intestine	CL:0002254
epithelial cell of sweat gland	epithelial cell of sweat gland	CL:1000448
epithelial cell of uterus	epithelial cell of uterus	CL:0002149
erythroid lineage cell	erythroid lineage cell	CL:0000764
erythroid progenitor cell	erythroid progenitor cell	CL:0000038
fast muscle cell	fast muscle cell	CL:0000190
fat cell	fat cell	CL:0000136
fibroblast	fibroblast	CL:0000057
fibroblast of lung	fibroblast of lung	CL:0002553
glomerular endothelial cell	glomerular endothelial cell	CL:0002188
glutamatergic neuron	glutamatergic neuron	CL:0000679
gonadotroph	gonadtroph	CL:0000437
granulocyte monocyte progenitor cell	granulocyte monocyte progenitor cell	CL:0000557
granulosa cell	granulosa cell	CL:0000501
hair follicle cell	hair follicle cell	CL:0002559
hematopoietic precursor cell	hematopoietic precursor cell	CL:0008001
hepatocyte	hepatocyte	CL:0000182
innate lymphoid cell	innate lymphoid cell	CL:0001065
interstitial cell of Cajal	interstitial cell of Cajal	CL:0002088
intestinal enteroendocrine cell	intestinal enteroendocrine cell	CL:1001516
intestinal tuft cell	intestinal tuft cell	CL:0019032
intrahepatic bile duct epithelial cell	intrahepatic cholangiocyte	CL:0002538
kidney collecting duct cell	kidney collecting duct cell	CL:1001225
kidney distal convoluted tubule epithelial cell	kidney distal convoluted tubule epithelial cell	CL:1000849
kidney loop of Henle epithelial cell	kidney loop of Henle epithelial cell	CL:1000909
kidney loop of Henle thick ascending limb epithelial cell	kidney loop of Henle thick ascending limb epithelial cell	CL:1001106
kidney loop of Henle thin ascending limb epithelial cell	kidney loop of Henle thin ascending limb epithelial cell	CL:1001107
kidney loop of Henle thin descending limb epithelial cell	kidney loop of Henle thin descending limb epithelial cell	CL:1001111
kidney proximal convoluted tubule epithelial cell	kidney proximal convoluted tubule epithelial cell	CL:1000838
kidney proximal straight tubule epithelial cell	kidney proximal straight tubule epithelial cell	CL:1000839
lactotroph	mammotroph	CL:0002311
large intestine goblet cell	large intestine goblet cell	CL:1000320
leptomeningeal cell	leptomeningeal cell	CL:0000708
lung ciliated cell	lung ciliated cell	CL:1000271
lung neuroendocrine cell	lung neuroendocrine cell	CL:1000223
lymphocyte	lymphocyte	CL:0000542
macrophage	macrophage	CL:0000235
macula densa epithelial cell	macula densa epithelial cell	CL:1000850
mature NK T cell	mature NK T cell	CL:0000814
megakaryocyte progenitor cell	megakaryocyte progenitor cell	CL:0000553
melanocyte	melanocyte	CL:0000148
mesenchymal stem cell	mesenchymal stem cell	CL:0000134
mesothelial cell	mesothelial cell	CL:0000077
mesothelial cell of epicardium	mesothelial cell of epicardium	CL:0011019
monocyte	monocyte	CL:0000576
myelinating Schwann cell	myelinating Schwann cell	CL:0000218
myeloid cell	myeloid cell	CL:0000763
myofibroblast cell	myofibroblast cell	CL:0000186
natural killer cell	natural killer cell	CL:0000623
neuroendocrine cell	neuroendocrine cell	CL:0000165
neuron	neuron	CL:0000540
neutrophil	neutrophil	CL:0000775
nodal myocyte	nodal myocyte	CL:0002072
non-myelinating Schwann cell	non-myelinating Schwann cell	CL:0002376
oligodendrocyte	oligodendrocyte	CL:0000128
oligodendrocyte precursor cell	oligodendrocyte precursor cell	CL:0002453
oral mucosa squamous cell	oral mucosa squamous cell	CL:1001576
osteoblast	osteoblast	CL:0000062
pancreatic A cell	pancreatic A cell	CL:0000171
pancreatic B cell	type B pancreatic cell	CL:0000169
pancreatic D cell	pancreatic D cell	CL:0000173
pancreatic PP cell	pancreatic PP cell	CL:0002275
pancreatic acinar cell	pancreatic acinar cell	CL:0002064
pancreatic ductal cell	pancreatic ductal cell	CL:0002079
pancreatic endocrine cell	pancreatic endocrine cell	CL:0008024
pericyte cell	pericyte cell	CL:0000669
plasma cell	plasma cell	CL:0000786
plasmacytoid dendritic cell	plasmacytoid dendritic cell	CL:0000784
platelet	platelet	CL:0000233
podocyte	glomerular visceral epithelial cell	CL:0000653
preosteoblast	preosteoblast	CL:0007010
regular atrial cardiac myocyte	regular atrial cardiac myocyte	CL:0002129
regular ventricular cardiac myocyte	regular ventricular cardiac myocyte	CL:0002131
renal alpha-intercalated cell	renal alpha-intercalated cell	CL:0005011
renal beta-intercalated cell	renal beta-intercalated cell	CL:0002201
renal intercalated cell	renal intercalated cell	CL:0005010
renal principal cell	renal principal cell	CL:0005009
reticular cell	reticular cell	CL:0000432
retina horizontal cell	retina horizontal cell	CL:0000745
retinal bipolar neuron	retinal bipolar neuron	CL:0000748
retinal cone cell	retinal cone cell	CL:0000573
retinal rod cell	retinal rod cell	CL:0000604
secretory cell	secretory cell	CL:0000151
skeletal muscle satellite stem cell	skeletal muscle satellite stem cell	CL:0008011
slow muscle cell	slow muscle cell	CL:0000189
small intestine goblet cell	small intestine goblet cell	CL:1000495
smooth muscle cell	smooth muscle cell	CL:0000192
somatotroph	somatotroph	CL:0002312
spermatid	spermatid	CL:0000018
spermatocyte	spermatocyte	CL:0000017
spermatogonium	spermatogonium	CL:0000020
stromal cell	stromal cell	CL:0000499
tendon cell	tendon cell	CL:0000388
thyrotroph	thyrotroph	CL:0000476
type I pneumocyte	type I pneumocyte	CL:0002062
type II pneumocyte	type II pneumocyte	CL:0002063
unassigned	cell	CL:0000000
urothelial cell	urothelial cell	CL:0000731
vasa recta ascending limb cell	vasa recta ascending limb cell	CL:1001131
vasa recta descending limb cell	vasa recta descending limb cell	CL:1001285
vascular associated smooth muscle cell	vascular associated smooth muscle cell	CL:0000359
vein endothelial cell	vein endothelial cell	CL:0002543
