source,target
Cycling B,"epithelial cell of large intestine:enteric smooth muscle cell:smooth muscle cell of colon:smooth muscle cell of large intestine:|||:epithelial cell:epithelioid macrophage:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:circulating cell:Fraction B precursor B cell:lining cell:native cell:|||:conventional dendritic cell:enterochromaffin-like cell:kidney collecting duct epithelial cell:common lymphoid progenitor"
Cycling T,"smooth muscle cell of large intestine:epithelial cell of large intestine:enteric smooth muscle cell:smooth muscle cell of colon:|||:epithelial cell:epithelioid macrophage:intraepithelial lymphocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:circulating cell:cell in vitro:lining cell:native cell:|||:kidney collecting duct epithelial cell:conventional dendritic cell:enterochromaffin-like cell:anchoring trophoblast"
Cycling TA,"smooth muscle cell of large intestine:epithelial cell of large intestine:enteric smooth muscle cell:smooth muscle cell of colon:|||:epithelial cell:epithelioid macrophage:neuronal stem cell:CD4-positive, alpha-beta intraepithelial T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:circulating cell:cell in vitro:Fraction A pre-pro B cell:lining cell:|||:conventional dendritic cell:enterochromaffin-like cell:common lymphoid progenitor:cardioblast"
DC1,"smooth muscle cell of colon:smooth muscle cell of large intestine:enteric smooth muscle cell:epithelial cell of large intestine:|||:conventional dendritic cell:type 2 vestibular sensory cell of stato-acoustic epithelium:type 1 vestibular sensory cell of stato-acoustic epithelium:undifferentiated cell of bronchus epithelium:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myeloid dendritic cell:plasmacytoid dendritic cell:dendritic epidermal T cell:ILC1"
DC2,"smooth muscle cell of colon:smooth muscle cell of large intestine:epithelial cell of large intestine:enteric smooth muscle cell:|||:plasmacytoid dendritic cell:type 1 vestibular sensory cell of stato-acoustic epithelium:type 2 vestibular sensory cell of stato-acoustic epithelium:undifferentiated cell of bronchus epithelium:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myeloid dendritic cell:conventional dendritic cell:dendritic epidermal T cell:group 2 innate lymphoid cell"
Enterocyte Progenitors,"epithelial cell of large intestine:enteric smooth muscle cell:smooth muscle cell of large intestine:smooth muscle cell of colon:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:common lymphoid progenitor:granulocyte monocyte progenitor cell:megakaryocyte progenitor cell:megakaryocyte-erythroid progenitor cell:|||:CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor:CD34-positive, CD38-positive granulocyte monocyte progenitor:Kit-positive granulocyte monocyte progenitor:neutrophil"
Enterocytes,"enteric smooth muscle cell:epithelial cell of large intestine:smooth muscle cell of large intestine:smooth muscle cell of colon:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:heterocyst:neutrophil:nephrocyte:oenocyte"
Enteroendocrine,"enteric smooth muscle cell:epithelial cell of large intestine:smooth muscle cell of large intestine:smooth muscle cell of colon:|||:enteroendocrine cell:type M enteroendocrine cell:type EC2 enteroendocrine cell:P enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neuroendocrine cell:P/D1 enteroendocrine cell:type A enteroendocrine cell:PP cell:|||:type G enteroendocrine cell:type EC1 enteroendocrine cell:type B pancreatic cell:type EC enteroendocrine cell"
Follicular,"epithelial cell of large intestine:smooth muscle cell of colon:smooth muscle cell of large intestine:enteric smooth muscle cell:|||:epithelial cell:serous cell of epithelium of lobular bronchiole:basal cell of epithelium of lobular bronchiole:type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:T follicular helper cell:follicular B cell:parafollicular cell:thyroid follicular cell:|||:follicular cell of ovary:primary follicular cell of ovary:secondary follicular cell of ovary:follicular dendritic cell"
GC,"epithelial cell of large intestine:enteric smooth muscle cell:smooth muscle cell of colon:smooth muscle cell of large intestine:|||:type 2 vestibular sensory cell of stato-acoustic epithelium:type 1 vestibular sensory cell of stato-acoustic epithelium:undifferentiated cell of bronchus epithelium:basal cell of epithelium of trachea:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:retinal ganglion cell:type G enteroendocrine cell:Langerhans cell:kidney granular cell:|||:germinal center B cell:olfactory epithelial support cell:immature conventional dendritic cell:mature conventional dendritic cell"
Goblet,"epithelial cell of large intestine:smooth muscle cell of large intestine:enteric smooth muscle cell:smooth muscle cell of colon:|||:epithelial cell:basal cell of epithelium of terminal bronchiole:jejunal goblet cell:appendix goblet cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:goblet cell:glioblast:angioblastic mesenchymal cell:ooblast:|||:large intestine crypt goblet cell:large intestine goblet cell:tracheal goblet cell:ileal goblet cell"
ILCs,"epithelial cell of large intestine:enteric smooth muscle cell:smooth muscle cell of colon:smooth muscle cell of large intestine:|||:group 2 innate lymphoid cell:ILC1:group 3 innate lymphoid cell:type 1 vestibular sensory cell of stato-acoustic epithelium:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Langerhans cell:CD4-positive, alpha-beta intraepithelial T cell:interstitial cell of Cajal:endothelial cell of lymphatic vessel:|||:neutrophilic metamyelocyte:basophil progenitor cell:Kupffer cell:mesenchymal stem cell of umbilical cord"
Immature Enterocytes 1,"enteric smooth muscle cell:smooth muscle cell of large intestine:smooth muscle cell of colon:epithelial cell of large intestine:|||:enterocyte:Bm4 B cell:immature neutrophil:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:immature astrocyte:immature eosinophil:mature astrocyte:mature eosinophil:|||:tendon cell:oocyte:nephrocyte:induced T-regulatory cell"
Immature Enterocytes 2,"enteric smooth muscle cell:smooth muscle cell of large intestine:epithelial cell of large intestine:smooth muscle cell of colon:|||:enterocyte:Bm4 B cell:immature neutrophil:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:immature astrocyte:immature eosinophil:mature astrocyte:mature eosinophil:|||:tendon cell:oocyte:nephrocyte:induced T-regulatory cell"
Immature Goblet,"smooth muscle cell of large intestine:enteric smooth muscle cell:epithelial cell of large intestine:smooth muscle cell of colon:|||:induced T-regulatory cell:regulatory B cell:regulatory T cell:CD4-positive, CD25-positive, alpha-beta regulatory T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:immature B cell:immature basophil:T cell:thymocyte:|||:immature single positive thymocyte:immature dendritic epithelial T cell precursor:Fraction E immature B cell:CD38-negative immature B cell"
M cells,"enteric smooth muscle cell:smooth muscle cell of colon:smooth muscle cell of large intestine:epithelial cell of large intestine:|||:M cell of gut:T cell:Feyrter cell:type N enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:nodal myocyte:type D enteroendocrine cell:parafollicular cell:B cell"
MT-hi,"epithelial cell of large intestine:smooth muscle cell of colon:smooth muscle cell of large intestine:enteric smooth muscle cell:|||:epithelial cell:dense-core granulated cell of epithelium of trachea:type D cell of colon:alpha-beta intraepithelial T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:short term hematopoietic stem cell:long term hematopoietic stem cell:T follicular helper cell:type II pneumocyte:|||:T-helper 9 cell:resting double-positive thymocyte:naive thymus-derived CD4-positive, alpha-beta T cell:mucosal type mast cell"
Macrophages,"epithelial cell of large intestine:smooth muscle cell of large intestine:enteric smooth muscle cell:smooth muscle cell of colon:|||:macrophage:alternatively activated macrophage:inflammatory macrophage:epithelioid macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:central nervous system macrophage:elicited macrophage:Kupffer cell:tissue-resident macrophage"
NKs,"enteric smooth muscle cell:epithelial cell of large intestine:smooth muscle cell of colon:smooth muscle cell of large intestine:|||:type 2 vestibular sensory cell of stato-acoustic epithelium:type 1 vestibular sensory cell of stato-acoustic epithelium:undifferentiated cell of bronchus epithelium:pyloric gastric gland goblet cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:NK1.1-positive natural killer cell, mouse:neuronal stem cell:pro-NK cell:CD56-negative, CD161-positive immature natural killer cell, human:|||:CD56-positive, CD161-positive immature natural killer cell, human:immature natural killer cell:urothelial cell:myoepithelial cell of acinus of lactiferous gland"
Plasma,"epithelial cell of large intestine:enteric smooth muscle cell:smooth muscle cell of large intestine:smooth muscle cell of colon:|||:small intestine goblet cell:microfold cell of epithelium of small intestine:paneth cell of epithelium of small intestine:type 1 vestibular sensory cell of stato-acoustic epithelium:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasma cell:plasmablast:plasmatocyte:pancreatic stellate cell:|||:IgE short lived plasma cell:IgM plasmablast:IgD plasmablast:IgE plasmablast"
Secretory TA,"smooth muscle cell of large intestine:smooth muscle cell of colon:epithelial cell of large intestine:enteric smooth muscle cell:|||:secretory cell:endothelial cell of hepatic sinusoid:epithelial cell:excretory cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neuroendocrine cell:neurosecretory neuron:spermatocyte:secondary oocyte:|||:secondary trophoblast giant cell:epithelial cell of lower respiratory tract:neuronal stem cell:CD16-negative, CD56-bright natural killer cell, human"
Stem,"smooth muscle cell of colon:enteric smooth muscle cell:smooth muscle cell of large intestine:epithelial cell of large intestine:|||:basal cell of epithelium of terminal bronchiole:gastric goblet cell:serous cell of epithelium of terminal bronchiole:amniotic epithelial stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:effector memory CD8-positive, alpha-beta T cell, terminally differentiated:effector memory CD4-positive, alpha-beta T cell, terminally differentiated:sperm:stem cell:|||:male germ line stem cell:somatic stem cell:basophil progenitor cell:central nervous system neuron"
TA 1,"epithelial cell of large intestine:enteric smooth muscle cell:smooth muscle cell of colon:smooth muscle cell of large intestine:|||:type 2 vestibular sensory cell of stato-acoustic epithelium:type 1 vestibular sensory cell of stato-acoustic epithelium:pyloric gastric gland goblet cell:serous cell of epithelium of trachea:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type I pneumocyte:band form neutrophil:basophil cell of pars distalis of adenohypophysis:conventional dendritic cell:|||:skeletal muscle myoblast:multi-potent skeletal muscle stem cell:retina horizontal cell:CD8-positive, alpha-beta regulatory T cell"
TA 2,"epithelial cell of large intestine:enteric smooth muscle cell:smooth muscle cell of colon:smooth muscle cell of large intestine:|||:type 1 vestibular sensory cell of stato-acoustic epithelium:type 2 vestibular sensory cell of stato-acoustic epithelium:serous cell of epithelium of terminal bronchiole:serous cell of epithelium of trachea:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type II pneumocyte:basophil cell of pars distalis of adenohypophysis:band form neutrophil:type B pancreatic cell:|||:epithelial cell of prostatic duct:fetal liver hematopoietic progenitor cell:CD4-positive, alpha-beta cytotoxic T cell:CD8-positive, CXCR3-positive, alpha-beta regulatory T cell"
Tregs,"epithelial cell of large intestine:smooth muscle cell of colon:smooth muscle cell of large intestine:enteric smooth muscle cell:|||:regulatory T cell:CD4-positive, CD25-positive, alpha-beta regulatory T cell:induced T-regulatory cell:natural T-regulatory cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:regulatory B cell:CD8-positive, alpha-beta regulatory T cell:CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell:retinal ganglion cell:|||:CD8-positive, CXCR3-positive, alpha-beta regulatory T cell:activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human:CD8-positive, CD28-negative, alpha-beta regulatory T cell:memory CCR4-positive regulatory T cell"
Tuft,"smooth muscle cell of large intestine:smooth muscle cell of colon:epithelial cell of large intestine:enteric smooth muscle cell:|||:tracheal goblet cell:basal cell of epithelium of terminal bronchiole:serous cell of epithelium of terminal bronchiole:serous cell of epithelium of trachea:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:brush cell:T follicular helper cell:pituicyte:mesenchymal stem cell:|||:basophil cell of pars distalis of adenohypophysis:pituitary gland cell:stuff accumulating cell:chromophil cell of anterior pituitary gland"
WNT2B+ Fos-lo 1,"enteric smooth muscle cell:smooth muscle cell of colon:epithelial cell of large intestine:smooth muscle cell of large intestine:|||:alpha-beta intraepithelial T cell:enterochromaffin-like cell:early T lineage precursor:adult endothelial progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:transitional stage B cell:T2 B cell:type IIb muscle cell:T-helper 2 cell:|||:type II pneumocyte:oligodendrocyte:placental villous trophoblast:ILC1"
WNT5B+ 2,"smooth muscle cell of colon:enteric smooth muscle cell:smooth muscle cell of large intestine:epithelial cell of large intestine:|||:T-helper 9 cell:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:brown fat cell:type II pneumocyte:T1 B cell:plasmacytoid dendritic cell:|||:tonsil germinal center B cell:pro-B cell:placental villous trophoblast:germinal center B cell"
