source	target	target_id
Stromal 3 (C7+)	stromal cell	CL:0000499
Stromal 3 (KCNN3+)	stromal cell	CL:0000499
Stromal 4 (MMP1+)	stromal cell	CL:0000499
T reticular	reticular cell	CL:0000432
TA	epithelial cell	CL:0000066
TRDV2/TRGV9 gdT	gamma-delta T cell	CL:0000798
TRGV2 gdT	gamma-delta T cell	CL:0000798
TRGV4 gdT	gamma-delta T cell	CL:0000798
TRGV5/7 gdT	gamma-delta T cell	CL:0000798
Tfh	T follicular helper cell	CL:0002038
Th1	T-helper 1 cell	CL:0000545
Th17	T-helper 17 cell	CL:0000899
Transitional Stromal 3 (C3+)	stromal cell	CL:0000499
Treg	regulatory T cell	CL:0000815
Tuft	intestinal tuft cell	CL:0019032
angiogenic pericyte	pericyte cell	CL:0000669
arterial capillary	endothelial cell of artery	CL:1000413
cDC1	conventional dendritic cell	CL:0000990
cDC2	conventional dendritic cell	CL:0000990
cycling EC	type EC enteroendocrine cell	CL:0000577
cycling ENCC/glia	glial cell	CL:0000125
cycling neuroblast	progenitor cell	CL:0011026
cycling stromal	stromal cell	CL:0000499
gdT	gamma-delta T cell	CL:0000798
mLN Stroma (FMO2+)	B cell	CL:0000236
mLTo	lymphoid tissue–inducer cell	CL:0011018
myofibroblast	myofibroblast cell	CL:0000186
myofibroblast (RSPO2+)	myofibroblast cell	CL:0000186
pDC	plasmacytoid dendritic cell	CL:0000784
venous capillary	vein endothelial cell	CL:0002543
β cells (INS+)	type B pancreatic cell	CL:0000169
